logFC	AveExpr	t	P.Value	adj.P.Val	B	Bonf
ATP1B2	1.04633416242444	4.62794898095116	5.51375211534141	2.23172918896231e-06	4.19133301900053e-06	3.45556931373558	0.0186304752694574
EIF3B	0.614068950498497	5.77436725922849	5.52141657040087	2.17706159101802e-06	4.09511269982388e-06	3.45295590428858	0.0181741101618184
COPS8	-0.954618385468215	4.31798050694585	-5.52204307002228	2.17265238656226e-06	4.08866143440527e-06	3.44745007571035	0.0181373021230217
DCUN1D1	0.58466788045908	5.47792063673138	5.52252519160102	2.16926534452914e-06	4.08320791344516e-06	3.44621835054969	0.0181090270961293
THRAP3	-0.494195902065209	7.96252862439305	-5.51945963583012	2.19089162360439e-06	4.11927100762375e-06	3.44176933190141	0.0182895632738494
TARS2	0.770922662005801	4.61379650774214	5.516006219023	2.21551123366417e-06	4.16462233249909e-06	3.43326797152193	0.0184950877786285
VPS72	0.912870306844725	3.89767195061638	5.51438720346191	2.22714790230683e-06	4.18453747430609e-06	3.42471749333214	0.0185922306884574
ZFP90	-0.404021913568242	6.32158824349692	-5.50835331030494	2.27105481281895e-06	4.26135436669198e-06	3.42289398309247	0.0189587655774126
NAPA	-0.58276632987751	5.00268561012126	-5.51043362378167	2.25582051546292e-06	4.23467273737001e-06	3.42248353148523	0.0188315896630845
MAX	0.44018684558728	6.08329941778069	5.50015028710986	2.33213055924227e-06	4.36795762937915e-06	3.41842011124307	0.0194686259085545
ACYP2	1.1608481515584	3.75234277546924	5.51432314773383	2.22760955148733e-06	4.18453747430609e-06	3.41290399581207	0.0185960845358162
B3GNT2	-1.01053027954791	2.95417458264692	-5.50749115941424	2.27739838007276e-06	4.27133715498706e-06	3.41007777847684	0.0190117216768474
SQLE	1.41250514954541	3.59305084069731	5.51518734953988	2.22138927225003e-06	4.17473157243207e-06	3.39819878553965	0.0185441576447433
CRELD2	0.973014292450792	4.66721006096813	5.50796111349985	2.27393835053051e-06	4.2658061461188e-06	3.3945522987313	0.0189828373502287
GPATCH1	0.40303964865211	5.56647976582924	5.50261074307728	2.31364155644452e-06	4.33638969761986e-06	3.39249104488473	0.0193142797131989
SYCP2	-1.09619969872391	4.27216476011048	-5.50208800501395	2.31755740942617e-06	4.34275404127715e-06	3.39209949401969	0.0193469692538897
MRPS16	-1.00642640833622	4.56549015658334	-5.51202631748827	2.24422587184874e-06	4.21385460598139e-06	3.39202383586538	0.0187347975781933
ZNF788	1.5680058383155	2.85026682417484	5.50843191129229	2.27047735483184e-06	4.26122863267451e-06	3.39019399761847	0.0189539449581362
HERC1	-0.374958013647983	9.2433045947264	-5.4988843377188	2.34170069847047e-06	4.38405862992408e-06	3.38304899797278	0.0195485174308315
POU5F2	-0.581215343881447	5.62861222726663	-5.50029721145343	2.33102238574869e-06	4.36700513380387e-06	3.38011565888448	0.0194593748762301
KIAA0895	-1.1089650089325	3.72488874141436	-5.49692805752405	2.3565664099703e-06	4.41090053597132e-06	3.37894182523427	0.0196726163904321
ARHGAP28	-1.5834978870167	3.28615914231873	-5.50463812988149	2.29851650480034e-06	4.30900870920127e-06	3.37723023879007	0.0191880157820732
ANK3	0.413111584190595	9.86450747196966	5.49619514715564	2.36215992165395e-06	4.42037906881129e-06	3.37609923278649	0.0197193110259672
IGF1	-1.51186478344687	3.85799239762261	-5.50009107977338	2.33257727740444e-06	4.36795762937915e-06	3.36095722029228	0.0194723551117723
WDR11	0.449716723884733	6.17914625164799	5.49061892084753	2.40515209230144e-06	4.49700090305004e-06	3.35950004562186	0.0200782096665324
SFXN5	-0.59999257802198	6.01546674824031	-5.48836139478315	2.42277800540636e-06	4.52873954078198e-06	3.3583221953771	0.0202253507891323
KCTD10	-0.584722263620499	4.79317575187632	-5.49263658567884	2.38950693295818e-06	4.46955049884268e-06	3.35673620984823	0.0199476038763349
LIN54	0.653990872604281	4.10739566827026	5.47277261049345	2.54804748685603e-06	4.7511950905236e-06	3.3542991536121	0.0212711004202741
ZNF696	0.860133059108373	3.33428907661255	5.47302192308169	2.54599420726095e-06	4.74842708717928e-06	3.35244645171926	0.0212539596422144
EIF3E	0.865668061244724	4.58413246454098	5.49547531251939	2.36766649987456e-06	4.42969070841615e-06	3.35214184684303	0.0197652799409528
DHPS	0.628914690813786	4.69138355742171	5.47800239540305	2.50531937346231e-06	4.67779157451652e-06	3.34803919154366	0.0209144061296634
SNRK	-0.782939584884017	5.00745337928827	-5.49060507231097	2.40525982655947e-06	4.49700090305004e-06	3.34443846000522	0.0200791090321185
SERAC1	0.649976000159003	4.65268898248285	5.48081968400048	2.48259792961256e-06	4.63744182510754e-06	3.32424665231993	0.0207247275164056
AHDC1	-0.808364949585274	4.46951163186954	-5.47644188987237	2.5179937698711e-06	4.70040518579695e-06	3.32290038820064	0.0210202119908839
KLHL23	-0.892575388423176	4.76597478185473	-5.48496730987984	2.4495198947975e-06	4.57770138387497e-06	3.32057139575796	0.0204485920817695
KPNA5	-0.626512355101974	5.6385875287265	-5.47533014716013	2.52706221515005e-06	4.7152247143658e-06	3.31840433792564	0.0210959153720726
ZNF561	0.697212506993435	5.19761571717516	5.48405597488666	2.45675015409289e-06	4.59018582953614e-06	3.31708817092674	0.0205089502863674
GIT1	0.833426549186165	4.75206069891047	5.47146806540808	2.55881830433252e-06	4.77021331053325e-06	3.30610939890203	0.0213610152045679
SLC25A29	0.628363424063473	6.8553030530116	5.48053312158324	2.48489965902384e-06	4.64070298736712e-06	3.30408564090604	0.020743942353531
CCDC66	-0.392543527870313	7.91194015487016	-5.4751584216157	2.52846586832428e-06	4.71678951257455e-06	3.30066116382185	0.0211076330687711
AK2	0.503043858439061	7.19821729092086	5.47063150284822	2.5657491042087e-06	4.78206597944501e-06	3.29798758015741	0.0214188735219342
ZNF644	0.599449462924868	6.10751562046926	5.47603039282675	2.52134655632964e-06	4.70561168169905e-06	3.29380264547456	0.0210482010522398
TRIM24	0.537379482936684	5.88771166396818	5.46720129180717	2.59436372604307e-06	4.83323998772765e-06	3.28732406509685	0.0216577483850075
SERPINI1	-0.985093996745607	4.4406546244715	-5.46731631035102	2.59339912378942e-06	4.83252140298975e-06	3.26529781339781	0.0216496958853941
MARK4	-0.495337459118824	6.21397027111065	-5.46405733679786	2.6208691414041e-06	4.88152958332026e-06	3.26276107454139	0.0218790155924414
ARMC1	0.701810859712738	4.92171822794304	5.46060188883303	2.65031144015984e-06	4.93416590152863e-06	3.25834380031383	0.0221247999024543
MPPE1	0.759387207160825	4.58776208680959	5.45623230791801	2.68801414707859e-06	4.99989797232889e-06	3.24788683806488	0.0224395420998121
CCDC24	-1.35705758262423	3.33407233380988	-5.46201585874473	2.63822408560881e-06	4.91275812327958e-06	3.245780003721	0.0220238946666623
ACBD4	-0.913750280415006	3.54357572420258	-5.44598829217666	2.77850854827653e-06	5.15902788278748e-06	3.24158995948669	0.0231949893610125
ARL14EP	-0.987378672885861	4.29979835948515	-5.45244083681739	2.72116064851766e-06	5.05817169757858e-06	3.2398783635373	0.0227162490938254
MRPS22	0.747691638943712	4.31605713983557	5.45366659954034	2.71040032762636e-06	5.04041477723878e-06	3.23859099472626	0.0226264219350249
ASB1	-0.74577110780394	4.64544203349778	-5.45186447959802	2.72623485866363e-06	5.06647564561977e-06	3.23387903561719	0.022758608600124
CHMP5	0.88797492443475	4.4295169624755	5.45830461276923	2.6700673201153e-06	4.96953042166933e-06	3.23227487970204	0.0222897219883225
BFAR	0.490399259495926	5.75557337775122	5.44674052764891	2.77176153249443e-06	5.14764522208308e-06	3.22816177421224	0.0231386652732635
SPG20	0.536351220764597	6.49410707737342	5.45632413189365	2.68721638732451e-06	4.99952805914532e-06	3.22721400584696	0.022432882401385
UQCRB	-0.601398931517595	5.66051257495608	-5.45825477365438	2.67049754092101e-06	4.96953042166933e-06	3.22322858243894	0.0222933134716086
RND1	-1.28042987451762	2.87002782300196	-5.45303982469743	2.71589715356862e-06	5.04951212427413e-06	3.22108165813241	0.0226723094379908
IQCB1	0.466683291460184	4.75677325733092	5.42050593575407	3.01697444912476e-06	5.58193765542852e-06	3.21716082366866	0.0251857027012935
JAK2	-0.692290077739471	5.20603768066502	-5.43756689477775	2.85516663812536e-06	5.2954745823307e-06	3.20657580764393	0.0238349310950705
ZNF451	0.412396355184901	7.29665438268617	5.44897166482465	2.7518455131271e-06	5.11179491401537e-06	3.20133908893492	0.022972406343585
MARCH6	-0.446382061087871	7.79333794425666	-5.43870302275139	2.84470324694587e-06	5.27724060122314e-06	3.19829216063288	0.0237475827055041
NAA25	0.581523046389344	7.10526743876449	5.45050914470877	2.73820425225971e-06	5.08758715732564e-06	3.19161797980703	0.0228585290978641
YJEFN3	-0.937026227387543	8.10255567096016	-5.44457838764901	2.79119841493038e-06	5.18143748450941e-06	3.18205183300108	0.0233009243678388
RNF40	0.643747162389773	6.28624418178506	5.44034262975	2.82967016069685e-06	5.2505193379634e-06	3.17757058066285	0.0236220865014973
UHRF1BP1L	-0.526742728867338	5.30465007532124	-5.4325820297234	2.90152993629673e-06	5.37668632812544e-06	3.17595338119982	0.0242219719082051
KCNMB3	0.664385264737047	4.41090298935141	5.43429454770419	2.88551831343587e-06	5.35057904943639e-06	3.17303653547091	0.0240883068805626
ACSL3	-0.541868447050455	7.21782225657385	-5.44157456579256	2.81842689929877e-06	5.23081986557273e-06	3.17045270910712	0.0235282277553461
SEPN1	-0.66511610888236	4.57928953244835	-5.43279820924349	2.8995038483419e-06	5.37412480594099e-06	3.16503868602107	0.0242050581259582
STARD3	0.50427020442809	5.69760511884213	5.43230116490539	2.90416437380491e-06	5.38037376664966e-06	3.16329597176303	0.0242439641925234
SYNCRIP	0.538570108341518	6.69865416085744	5.43304073005722	2.89723255770859e-06	5.37110757089747e-06	3.15366754769822	0.0241860973917513
GNB1	-0.778990268303615	6.57050183281643	-5.42812634910756	2.94360464418139e-06	5.45223243168988e-06	3.14767729849819	0.0245732115696262
UBQLN1	-0.468539565577802	6.26777714710193	-5.4267910135879	2.95633188640831e-06	5.47445806139412e-06	3.14258847600003	0.0246794585877366
ZNF629	0.668741469166007	4.98909494223458	5.42672990822109	2.95691559640945e-06	5.47445806139412e-06	3.13921223541152	0.0246843313988261
GOLT1B	-0.846973274627065	4.27033533565815	-5.42364185483915	2.98656399363749e-06	5.52689785388734e-06	3.13128483466696	0.0249318362188858
ENOX1	0.492669848383175	5.79878001832238	5.41221524236495	3.09886420389722e-06	5.72583408015361e-06	3.12839568880247	0.025869318374134
CEP290	-0.420502243528462	8.41671480265213	-5.41754593453558	3.04596134210388e-06	5.63307161805122e-06	3.12640241867246	0.0254276852838832
WDR66	-1.36556208427179	4.7615408064134	-5.42422733116375	2.98092021716635e-06	5.51767671239573e-06	3.11300787959609	0.0248847219729047
KIAA1875	-1.08268300924752	3.74420987100195	-5.41955219749032	3.02628420313759e-06	5.59792167688735e-06	3.111392405991	0.0252634205277926
MKKS	-0.849506536362811	3.65163651650857	-5.41586342466349	3.06256119338739e-06	5.66251624416344e-06	3.10896735493414	0.0255662608423979
GRK4	-0.624328590272615	4.98156170345289	-5.41389558368787	3.08209030709494e-06	5.69610136896802e-06	3.10312418499811	0.0257292898836286
RYK	-0.616255202459326	5.40564675453907	-5.40577167444667	3.16403227634495e-06	5.83978364866851e-06	3.09493726772652	0.0264133414429276
DUT	0.665920192531092	4.86151063560116	5.41410038068034	3.08005211597721e-06	5.6935950097825e-06	3.09429919496968	0.0257122750641777
TRIM66	-0.421006615716369	6.42174703576611	-5.40476308627571	3.1743553895289e-06	5.85754173116429e-06	3.09041243199815	0.0264995187917873
C5orf45	-0.536780503126957	5.79596050785377	-5.40647568105435	3.15684640493382e-06	5.82780932958592e-06	3.07697333905741	0.0263533537883875
YY1AP1	0.532096249942818	7.50828915795272	5.4115960110193	3.10506849997312e-06	5.73602828895233e-06	3.07525024889401	0.0259211118377756
CSNK1A1	0.415144450633134	6.58074282492835	5.40829838486714	3.13831716264515e-06	5.7961662995048e-06	3.07431519533426	0.0261986716737617
SLC35D1	0.724819250397705	5.08167464184841	5.40141313708835	3.20888371750887e-06	5.91733184752906e-06	3.06669619999014	0.026787761273764
SECISBP2	0.481801108333244	8.01069256680809	5.40686467210131	3.15288289275131e-06	5.82177978073168e-06	3.06264753523522	0.0263202663886879
CYP2E1	-0.99750780266984	4.13392600278156	-5.40319850031729	3.19043555318976e-06	5.88591292774102e-06	3.0624691801984	0.0266337559980281
KIAA0947	-0.364900732683545	7.96072421759937	-5.40221996548683	3.20053366054522e-06	5.90323795807148e-06	3.06104160134606	0.0267180549982315
GM2A	1.2531340892024	3.45806496491145	5.40133101183359	3.20973486451131e-06	5.91759422458932e-06	3.05201151645837	0.0267948666489404
CDKN1B	0.837880317042275	4.76321234646911	5.39719335196743	3.2529093675938e-06	5.99454468006027e-06	3.04157009380333	0.027155287400673
PRIM1	1.17263265660305	3.28145848286518	5.39896167760269	3.23438754293347e-06	5.96172824208625e-06	3.03854473426772	0.0270006672084086
CDC37	0.389967539951563	6.02732107596652	5.3808413917256	3.42925673857287e-06	6.3056024787679e-06	3.03825544081777	0.0286274352536063
DCC	-0.721761730060813	5.01901595847116	-5.39547470313311	3.27101189190611e-06	6.0265741058557e-06	3.03330167821526	0.0273064072736322
COG2	0.445879858354158	5.39360653850107	5.37672286554318	3.47515090058561e-06	6.38858395025076e-06	3.03197019134043	0.0290105597180887
HDAC7	-0.47155682127827	5.11978044496711	-5.38543298642232	3.37880086372574e-06	6.21693401154561e-06	3.02909115417907	0.0282062296103825
CAD	0.55921205377098	4.31985376784201	5.37208461267183	3.52756772986453e-06	6.47923771373137e-06	3.02563663605716	0.0294481354089091
TTC19	-0.485792320236413	6.00255001218208	-5.39378921883804	3.28886234790434e-06	6.05812508391558e-06	3.02172237244333	0.0274554228803054
GTDC1	-0.471803520033087	7.27499678204368	-5.38935662630322	3.33627010735477e-06	6.14273993299463e-06	3.01805549044764	0.0278511828561976
PCDHGA11	0.720771159340704	4.20657650252562	5.37569913051736	3.48665313938371e-06	6.40690741967317e-06	3.00966202780931	0.0291065804075752
GSK3B	-0.525004952089192	7.06150802764049	-5.38742905742259	3.35709730311532e-06	6.1797239881823e-06	3.00944906270021	0.0280250482864067
CIAO1	-0.441202169258184	6.23959543987882	-5.36902213430346	3.56260664747174e-06	6.53483806790048e-06	3.0084574538274	0.0297406402930941
NF1	-0.387560630885796	8.06764759689308	-5.38963798285155	3.33324083752208e-06	6.13851632729634e-06	3.00237999267008	0.0278258945116343
SFXN2	-0.773119054457513	5.62161333195856	-5.38456058112576	3.38833039202955e-06	6.23309433950258e-06	2.9985250980408	0.0282857821126627
ZNF543	-0.858456474271292	4.81462878241202	-5.38651403058462	3.36702926354086e-06	6.19664027602273e-06	2.99626501232491	0.0281079602920391
DEPDC5	0.534259228182917	5.7558682657814	5.3810402989929	3.42705555954139e-06	6.30294333797126e-06	2.99542786623415	0.0286090598110515
SCLT1	-0.479274718674331	6.4299082172732	-5.37562345884514	3.48750485336271e-06	6.40706217338731e-06	2.99218521918285	0.0291136905158719
NBPF15	-1.08140301046926	3.39052312777471	-5.37084787099205	3.54167632050514e-06	6.50229028449019e-06	2.99098743624715	0.0295659139235769
ZBTB4	-0.478705239561654	6.98852441914169	-5.37620387813984	3.48097729515228e-06	6.39788605458636e-06	2.98032377299428	0.0290591984599312
C19orf57	0.952776731918602	2.53771551270519	5.37072656051935	3.54306323119699e-06	6.50340630035894e-06	2.96588055289221	0.0295774918540325
TYRO3	0.623551548331025	6.15303751252477	5.36917580363167	3.56084024793318e-06	6.53316360214201e-06	2.96182748792829	0.0297258943897462
C12orf43	-0.766506782652117	4.13476020090137	-5.36090794532755	3.65712509930866e-06	6.69951290959594e-06	2.95877479111673	0.0305296803290287
EML5	-0.495036097225134	5.63081545899628	-5.36307092515442	3.63168864645245e-06	6.65583684315808e-06	2.95861503080494	0.0303173368205851
PLEKHA1	-0.485600430192787	7.98699906124782	-5.36896022704197	3.56331850564003e-06	6.53483806790048e-06	2.95734411543076	0.029746582885083
GMEB1	0.814498247069334	4.40392835720625	5.37105902096761	3.53926358511426e-06	6.49929001507564e-06	2.95431707190375	0.0295457724085338
DCAF8	0.439208038219301	7.72666882145765	5.37054839433118	3.54510113681787e-06	6.50571648497594e-06	2.95307300872391	0.0295945042901556
STK24	-0.557030303776686	5.24506444019176	-5.35850191581933	3.68562782583833e-06	6.74728532677597e-06	2.94774813858272	0.0307676210900984
LRRC49	-0.770109490609128	5.06583294232585	-5.36236903076924	3.63992353541886e-06	6.66946480985e-06	2.94195208178564	0.0303860816736766
RSRC2	0.421342629978889	8.59952563968685	5.36613347235853	3.59597376719405e-06	6.5918289434642e-06	2.94097793956811	0.0300191890085359
RECK	0.779057199979729	4.55277202516747	5.359546818003	3.67322250876104e-06	6.72752556014418e-06	2.93971382228008	0.0306640615031372
CNOT6L	-0.441385300345623	5.72700328802154	-5.35109078106983	3.7748173087312e-06	6.90450808354252e-06	2.93604603034377	0.0315121748932881
PRPF4B	0.395778674949727	8.60331113478267	5.36628021698747	3.59427124767944e-06	6.59015514509729e-06	2.93029514749349	0.030004976375628
TOMM5	-0.870619735454041	3.74636894569276	-5.34837893402423	3.80798624898376e-06	6.96212641404215e-06	2.92927163577554	0.0317890692065164
WBP11	0.561739190404057	5.52775268854221	5.35795197894056	3.69217351324072e-06	6.75778655745089e-06	2.92358989422513	0.0308222644885335
SNX17	1.03646125358493	3.49873575932971	5.35752402447984	3.6972752817436e-06	6.76564095835063e-06	2.91774380951495	0.0308648540519956
TAB1	0.689108215274351	5.55073322248637	5.3589969143379	3.6797459097758e-06	6.73799492318674e-06	2.90927168393462	0.0307185188548084
JAZF1	-0.896286053316997	4.87538963562011	-5.34877673194593	3.80310267068077e-06	6.95472094081996e-06	2.90875789518298	0.0317483010948431
PRKAR1A	-0.403880763575332	7.50041989093163	-5.3425491888214	3.88027412842712e-06	7.08963195975259e-06	2.89928916682776	0.0323925284241096
PPP1CC	0.577372949638125	5.44027132469649	5.34704221724145	3.82444218233759e-06	6.99068170312113e-06	2.89674511293153	0.0319264433381542
DDRGK1	-0.491130955657762	6.67591408412054	-5.33964146697695	3.91683732549292e-06	7.15487045803389e-06	2.89663441483592	0.0326977579932149
ARSJ	-1.46510703561568	2.24638382589034	-5.35444205635469	3.73422375758061e-06	6.83175540834604e-06	2.89189471477206	0.0311732999282829
RRP1B	0.536855732102689	5.73551380884131	5.34551998277854	3.84326802583646e-06	7.02355549029833e-06	2.87879997082732	0.0320836014796828
MCFD2	-0.659674062742111	4.68460467116154	-5.33325963366307	3.99829012821383e-06	7.30046500225919e-06	2.86543737577772	0.0333777259903291
PCID2	-0.581534147256285	5.37590738232522	-5.33547934526428	3.96977035380227e-06	7.24997657264086e-06	2.85731302192344	0.0331396429135414
NOP56	-0.44995807765131	6.63150709912249	-5.33006799350738	4.03965472043906e-06	7.37437953339717e-06	2.84573346353253	0.0337230376062253
PRNP	-0.698143928205927	6.91505650465532	-5.32734608320913	4.07526713505641e-06	7.43776345506142e-06	2.81359304494052	0.0340203300434509
STX7	-0.415063177406345	7.33452606616342	-5.31830247702334	4.19584441879757e-06	7.65280952766487e-06	2.80021937660663	0.0350269092081221
CPSF3L	0.444466911716178	6.7802740450044	5.31950394312566	4.17962356430724e-06	7.62489019117937e-06	2.79962671888658	0.0348914975148368
DONSON	0.97231147739996	3.60249795951167	5.32201428420479	4.14593248866905e-06	7.56508074653754e-06	2.79014066233496	0.0346102444154092
PSMA7	0.661130892257114	3.90304951847488	5.2912427439265	4.57819838670334e-06	8.32653597651405e-06	2.77582803680084	0.0382188001321995
KIAA1407	0.449711250434465	6.83993530176259	5.30664956293775	4.35644913982307e-06	7.93879882541869e-06	2.7713650768312	0.036367637419243
PARP2	-0.686926898950758	5.55126495338982	-5.30800073877844	4.33751821327508e-06	7.90602664725335e-06	2.76529455429731	0.0362096020444204
PPP6R3	0.353137471196333	7.7084377145454	5.30964123243688	4.31464351859996e-06	7.86776847821591e-06	2.7652934719587	0.0360186440932725
SLC44A2	0.621043958937696	4.90327480404091	5.30579654041721	4.36844281524995e-06	7.95891763895822e-06	2.76279759641687	0.0364677606217066
DCK	-1.30334901142636	2.98598668784551	-5.30913227061002	4.32172752586714e-06	7.87896514215743e-06	2.75816775051105	0.0360777813859389
CDKL3	0.748310417555864	3.942471077215	5.2961527746718	4.50633836090212e-06	8.20477920104927e-06	2.75335832522647	0.0376189126368109
KMT2B	0.305831200490127	7.64940204526281	5.29355382645079	4.54423424065041e-06	8.27197283928251e-06	2.75321096025402	0.0379352674409496
PER3	0.52154909639059	7.077831593939	5.29855882972913	4.47153490745319e-06	8.14496474087262e-06	2.74788343113731	0.0373283734074192
ETV6	-0.917577464633514	4.5666790331408	-5.28843934996453	4.61973611218512e-06	8.39842270568845e-06	2.7162297365224	0.0385655570645214
TRAPPC6B	-0.418996395708808	6.53121228202306	-5.2898044171369	4.59946345816924e-06	8.36338944648156e-06	2.70709701943909	0.0383963209487968
CEP85L	0.482528900583946	6.6692831696922	5.29683120464534	4.49649776963165e-06	8.18864820699934e-06	2.70503157280082	0.037536763380885
CEP78	-0.407589929603082	6.6729173292398	-5.28282087985069	4.70411440460436e-06	8.54809469952922e-06	2.70365284888519	0.0392699470496372
LZTR1	0.807482278024069	4.73774125203413	5.29218019841928	4.56439108320575e-06	8.30504288635606e-06	2.70089202700274	0.0381035367626016
SBF2	-0.583800637374658	7.20498409039546	-5.29320469493219	4.54934906068709e-06	8.27947808123301e-06	2.69813151622468	0.0379779659586158
SCAF11	0.461653966427792	7.88389689057724	5.29196055140877	4.56762244189743e-06	8.30911138482452e-06	2.69462234694803	0.0381305121449598
HERC6	-0.682312270213705	4.26765792144765	-5.27928570639914	4.75798812381385e-06	8.64410987107683e-06	2.69448977377775	0.039719684857598
FAM193A	0.44142367201433	6.85454804374254	5.28347047386588	4.69428109073351e-06	8.53208328879672e-06	2.69052422651195	0.0391878585454433
ITGA9	-0.662562904711954	5.27776272104028	-5.27269003748508	4.8601444581574e-06	8.82394213499303e-06	2.66692591691444	0.040572485936698
SEZ6L	-0.750183715553557	6.30184599220656	-5.27291814681064	4.8565753282769e-06	8.8193802132816e-06	2.65797598009128	0.0405426908404556
TVP23C	0.536282262940304	6.95165176222993	5.27155438194625	4.87795236683345e-06	8.85434797963158e-06	2.65755428007296	0.0407211463583256
ZFP37	1.06681648130383	4.11328329302764	5.27556751839181	4.81531185604012e-06	8.7463497332948e-06	2.65740984814797	0.0401982233742229
TUBE1	-0.456243369367097	6.62411256133235	-5.26572604323653	4.97036924132159e-06	9.01621956248428e-06	2.64982504952075	0.0414926424265526
ZXDC	0.562809240885743	5.1735835428859	5.26502730858871	4.98156472957009e-06	9.03260259827349e-06	2.63862176736315	0.0415861023624511
PGM3	0.512660265811159	5.16230434829234	5.25969220438934	5.06787577088956e-06	9.18511223086975e-06	2.62779945496134	0.042306626935386
ABLIM3	-0.580160498585572	5.84277603959673	-5.26821087457461	4.93075794163387e-06	8.94825376016512e-06	2.62773976156627	0.0411619672967595
NUDCD2	-0.923603873375946	4.99236736836626	-5.2676913237364	4.9390142335541e-06	8.96128902884364e-06	2.62276620838979	0.0412308908217096
ATP6AP1L	0.893726449478351	4.53713453720149	5.26532841106164	4.97673724398477e-06	9.02580980073535e-06	2.6225258791302	0.0415458025127849
HERPUD1	0.620331383396361	4.43999933876699	5.24649893766914	5.28774202188362e-06	9.56905926700292e-06	2.60398306254726	0.0441420703986845
APTX	0.640097918174356	4.36361286620211	5.24513526415193	5.31100057888039e-06	9.60906650032368e-06	2.59497726627531	0.0443362328324935
KLHDC2	0.759607332405784	4.51300196197667	5.25122825390347	5.20786013605434e-06	9.43063262815221e-06	2.59393133898083	0.0434752164157816
PPP2CA	-0.76285305734578	5.81568566053875	-5.26108546494106	5.04519350675505e-06	9.14598814210449e-06	2.59275930399216	0.0421172753943912
TFIP11	0.669955594360421	4.86551178181456	5.25874321601442	5.08338321016086e-06	9.21121837170021e-06	2.58569477953263	0.0424360830384229
KAT8	-0.31777624720546	6.00313373214411	-5.22806627324747	5.61085830355225e-06	1.01318289245196e-05	2.57632031960792	0.0468394451180542
LGI1	-1.10499676504816	3.61294029964048	-5.2493679316566	5.23913853852339e-06	9.48521546727245e-06	2.5753881517748	0.0437363285195933
BCAS3	0.54489443071069	5.79766438072399	5.254265657988	5.15718879521318e-06	9.34292796493916e-06	2.57501999584363	0.0430522120624396
E2F3	-1.32818450017341	3.28539083646797	-5.25192176688231	5.19624728534336e-06	9.41164511565337e-06	2.56940381912399	0.0433782723380464
KIAA1524	-0.897936088235954	3.81096287303135	-5.23669941251009	5.45715434270968e-06	9.86494682826773e-06	2.56201591468848	0.0455563244529404
UQCC2	-0.746208481957319	5.02753749003558	-5.24203920675456	5.36418394099058e-06	9.70318689910929e-06	2.56117378379859	0.0447802075393894
NARS	-0.609151080354795	6.90947562896387	-5.24789449111702	5.26404438263326e-06	9.52823991895544e-06	2.55848927557181	0.0439442425062225
GPR107	0.453596047041281	6.00497896596045	5.23315445873258	5.51975633092692e-06	9.97379347415106e-06	2.54600558672406	0.0460789258505779
REEP5	-0.869098647672989	5.89506821632469	-5.23952861025741	5.4076981614894e-06	9.77766173968237e-06	2.53493188662164	0.0451434642521135
CLK3	0.559425296492533	6.6501107299076	5.24048232751316	5.39112701558658e-06	9.74981116250364e-06	2.53334901755892	0.0450051283261168
POFUT2	0.444345610985402	4.77347007923796	5.22787665339351	5.61428205541331e-06	1.01358189010792e-05	2.52788435079037	0.0468680265985903
GRSF1	-0.477638911414534	5.8612841130919	-5.22690533203863	5.63185264122972e-06	1.01631443685659e-05	2.52354878811251	0.0470147058489857
FAM214A	0.520864195643263	5.52362928766091	5.22987378486093	5.57832592048092e-06	1.00774431474085e-05	2.51432067572381	0.0465678647841747
SSFA2	-0.567850022915345	7.5538569637654	-5.23315953532191	5.51966617352218e-06	9.97379347415106e-06	2.50826316281245	0.0460781732165632
ZNF106	-0.570931968257935	7.92472285351065	-5.22969046293404	5.58161688185868e-06	1.00812067783982e-05	2.4926109447968	0.0465953377297563
UBE2V2	-0.770751911221986	5.15910127741255	-5.22690768848495	5.63180994866218e-06	1.01631443685659e-05	2.49046552427651	0.0470143494514319
PAWR	-0.616626692087521	4.09897459781128	-5.21492936472071	5.85302591769991e-06	1.05508659816365e-05	2.48944415132343	0.0488610603609588
BCAT2	0.773599130307032	4.15111084022128	5.21781315313564	5.79899272131107e-06	1.04557216495691e-05	2.48875469147313	0.0484099912375048
CDK10	-0.816885966525046	5.86371963343861	-5.21900977037634	5.7767173910236e-06	1.04178087665295e-05	2.48169121983648	0.048224036780265
C19orf68	1.07480833257287	3.40677244496427	5.22158154909519	5.72912995472255e-06	1.03364549085852e-05	2.47165000077804	0.0478267768620238
TRAF3IP1	-0.625722173791778	7.49059884244269	-5.22112364660854	5.73757429560256e-06	1.03494533750411e-05	2.4665133305393	0.0478972702196902
CACNG7	-0.744898500920591	4.11546758095505	-5.21059961068178	5.9350912595695e-06	1.06964900334383e-05	2.45923685264797	0.0495461418348862
NIT2	-0.797885656627498	3.91542234864702	-5.19297073939797	6.28117603254705e-06	1.13007020516601e-05	2.45030967679612	0.0524352575197028
GSG1L	-1.13315785849626	3.60969460831067	-5.20404471228264	6.061508502514e-06	1.09172541486487e-05	2.42987075848015	0.0506014729789869
INTS2	0.661594778312308	4.63198391938294	5.20686894330396	6.00671640295631e-06	1.08232394845412e-05	2.42906485895267	0.0501440685318793
AARS	0.289330578867823	7.21476238236719	5.17723401764358	6.60698070293e-06	1.18715184907576e-05	2.42626088742993	0.0551550749080596
DDX51	-0.605816005450245	5.06649250209375	-5.20182278696417	6.10496364153148e-06	1.09931485072271e-05	2.42206628753885	0.0509642364795048
