Rows	logFC_CMC	AveExpr_CMC	t_CMC	P.Value_CMC	adj.P.Val_CMC	B_CMC	logFC_BrainSeq	AveExpr_BrainSeq	t_BrainSeq	P.Value_BrainSeq	adj.P.Val_BrainSeq	B_BrainSeq	logFC_NeuN	AveExpr_NeuN	t_NeuN	P.Value_NeuN	adj.P.Val_NeuN	B_NeuN
65	ACTR3C	0.0373713136246878	3.00141020448097	1.31902583177462	0.187742519962357	0.583845492441123	-7.01171423098581	-0.0043171098676329	1.79128877418165	-0.178100857590047	0.85874267180965	0.999999997573668	-8.0493444928431	-0.0659901792551831	3.6454547263513	-0.324946081915058	0.74705277995131	0.889968208772653	-6.22485501956913
66	ACVR1	-0.0238087659952322	4.4620339126088	-1.57877387712554	0.114997587827412	0.470514936142272	-6.63399199598391	0.0161440660697823	4.21849897946456	1.0619431583554	0.288964318456141	0.669332153958682	-7.4983013935694	-0.212429740242756	3.48083504158695	-1.31681989178254	0.196000014734086	0.478145197234363	-5.42015333783916
67	ACVR1B	-0.0221529309114068	5.86995125043666	-1.76985819314938	0.077338234776796	0.392399418478888	-6.31809705145406	0.0079340656877069	6.04804379772453	0.639849786208015	0.52267207499091	0.854690784564432	-7.84783662123291	0.0479947935021371	5.91677853102031	0.537338392109997	0.594252141089126	0.811000015558907	-6.08185823441844
68	ACVR2B	0.0140254908861147	3.59234511072328	0.838407907334816	0.402187861270675	0.798420567214948	-7.53529344611412	0.0227066478364878	3.41310153596304	1.38425803226612	0.167126042840942	0.525253277500104	-7.0991860112789	-0.00271114293728264	6.36346027743309	-0.0339886886342634	0.973068936337704	0.990062922160381	-6.24173084970596
69	ACYP2	-0.0423862731559552	5.77428970197107	-2.40081069461211	0.0167099738667493	0.180738787395083	-5.01671919833734	-0.0504681202555401	6.50632658560858	-3.89868312454885	0.000115111217409447	0.0118201330788779	-0.60352371722547	0.250127622683557	3.62750456651453	1.76019088370348	0.0866437764008729	0.311023871014544	-4.77774016498689
70	ADAL	-0.0332895274843758	5.2047367566368	-1.6302283919413	0.10366032763092	0.450589745940618	-6.55843941225455	0.00271107117359502	3.82120635608111	0.121893576345653	0.90305045090457	0.999999997573668	-8.05551688849211	-0.034633921115345	4.62761103890506	-0.322637349693367	0.748786703958084	0.890747039915856	-6.1961498311593
71	ADAM10	-0.00817395553978414	8.20265965452636	-0.956439959874032	0.339295585564964	0.748141588720305	-7.42576325061886	0.000240540112330798	6.44240487941344	0.01783291301452	0.985781901751877	0.999999997573668	-8.05798423882743	0.0222769914561054	6.73476162597114	0.302561950983174	0.763918768875601	0.897491985771818	-6.22581449644134
72	ADAM11	-0.0156979590554375	6.79337090421907	-1.24198730445205	0.214802549739277	0.619633776302897	-7.10936868284328	-0.00958405348049399	7.16915175416141	-0.737407969296363	0.46134853320083	0.816780898398318	-7.79459883424588	-0.183789960644901	6.2118905990946	-3.07843821026746	0.00390843185578178	0.0556001659207022	-2.03476234513498
73	ADAM17	0.0258298761828885	5.68448771106902	2.12188268376991	0.0343210225041934	0.259653808997693	-5.63969310909716	0.0076807150394161	4.38576104707087	0.476593053200535	0.633937401914653	0.918396776159999	-7.95251675182553	-0.319906360692493	6.07814684913722	-3.73123988452588	0.000637873269130704	0.0195971611785664	-0.44520161434046
74	ADAM20	0.00971521183715413	2.77443691340192	0.528587307347908	0.597317874531509	0.918967681623173	-7.74549360775034	0.00394402558454384	0.134938950306967	0.597025413000387	0.550860935765213	0.873425870026241	-7.8924298821221	-0.217439626000501	5.82604678750651	-1.60935433059504	0.116042171651175	0.362747090634536	-5.02430153994277
75	ADAM22	-0.0140270081061697	8.89219830091037	-1.42734304821343	0.154082797155766	0.533221601120474	-6.85575484559939	-0.0153823550976107	6.56651733877822	-0.979950634153862	0.327760212564865	0.709434474182038	-7.58771683949261	0.0258491270366312	8.4605761048559	0.546747229682214	0.587836003711365	0.806340318585361	-6.06394629888103
76	ADAM23	-0.056376775983244	7.71836321739007	-4.28099137465606	2.21692619335144e-05	0.00262101137677596	1.13005707175394	-0.0326044677753343	6.92424784888007	-2.16045103079826	0.0313886685316677	0.237086810006868	-5.74643897554383	0.00428884328997985	7.19761510384775	0.0508761830543499	0.959697952578321	0.984610539659339	-6.28927424761539
77	ADAM32	0.01479270231889	5.83332599295217	0.781766958433275	0.434708261806721	0.821115605634918	-7.57568612861705	0.0205022420972883	1.84441705602263	0.870072796569058	0.384833027011652	0.757683037771746	-7.68823561414298	0.000810071608664496	5.82483753409842	0.00854608203375951	0.993227225792632	0.997412171968724	-6.2403157640788
78	ADAM9	0.00770279194820775	7.16125220036251	0.637970563851336	0.523774396720772	0.876890580503816	-7.68053911254103	-0.0101961148641835	6.03730171350669	-0.79268434338817	0.428477194213843	0.792477304966246	-7.74161159460429	0.114209588818991	5.94284498434057	1.21813566168786	0.230886065475944	0.521965767452803	-5.51251771151874
79	ADAMTS10	0.0189509062285866	5.08872609778574	1.02871117403543	0.304094905403742	0.712786544120733	-7.35020838609005	-0.00783983158998344	5.45512199580451	-0.443134859233706	0.657930981699765	0.930581470246018	-7.96128495761105	0.0493321095181958	6.16127003469679	0.60598875106197	0.548223378392146	0.78097751694516	-6.07575638348637
80	ADAMTS19	0.0430464012774136	5.08988038407631	1.97662479421639	0.048613336781982	0.309454941189268	-5.93597464626748	0.00805270707473275	1.77507067091512	0.387339105194109	0.698731162487448	0.952640139200012	-7.97924468687248	0.228540692849495	4.40346437909978	1.38467064958229	0.174449904562688	0.449262769936327	-5.32370753525809
81	ADAMTS3	0.0628037824690584	4.3812974937944	2.86138940158635	0.0043881581577239	0.08769728565436	-3.81082150552829	-0.00712395613885769	2.3032179997708	-0.312123743343129	0.755124888038732	0.981712639996089	-8.00427030506112	0.47020150408305	4.1511699298554	3.31535699393851	0.00205785198190107	0.0379032441023518	-1.52039863421247
82	ADAMTSL1	-0.0171230908820104	3.0323269073794	-0.587950024674221	0.556821739410244	0.895888496972687	-7.70866554426734	-0.0353579277910681	2.27749229966122	-0.881990412974246	0.378363029833641	0.752289566565401	-7.66947852348825	-0.683734812794939	2.73296372633416	-2.93030648108841	0.00577337752896033	0.0675708545614181	-2.44899231572713
83	ADAMTSL3	0.0441191080059351	5.08277268365844	2.68713571046546	0.00743813115854314	0.118545215339281	-4.2932981599119	0.0372248886122468	2.04436406122274	1.6538288837184	0.0990228604400009	0.416004532051226	-6.67790783131714	-0.166260834513396	5.03846264355743	-1.08188475962542	0.286307115004561	0.579913844839266	-5.7139825147805
