Rows	logFC_CMC	AveExpr_CMC	t_CMC	P.Value_CMC	adj.P.Val_CMC	B_CMC	logFC_BrainSeq	AveExpr_BrainSeq	t_BrainSeq	P.Value_BrainSeq	adj.P.Val_BrainSeq	B_BrainSeq	logFC_NeuN	AveExpr_NeuN	t_NeuN	P.Value_NeuN	adj.P.Val_NeuN	B_NeuN
515	BTBD19	0.00448512325012388	2.06553395925414	0.162015797984962	0.871356508786966	0.999999421405898	-7.86753250822861	-0.036294045709588	2.40795656208782	-1.30250310312264	0.19356650896427	0.56257559675097	-7.21797433710276	0.0295415913476001	3.48056060342887	0.138221945721076	0.890814800796059	0.954328257249715	-6.28442540316844
516	BTBD3	-0.0267789895670656	7.92355465548519	-1.97760768949012	0.0485019165193152	0.308932901741653	-5.92628564430245	0.004121009779487	7.56035822947184	0.270784473481624	0.78671001616743	0.996729024862544	-8.0321965300612	-0.00621720258882806	6.22503744319589	-0.0457817200539388	0.963730523520869	0.98694538639214	-6.299659095838
517	BTF3	0.00824791166339805	7.25828412215803	0.630172887888543	0.528859004166625	0.879965628094544	-7.68441101771724	0.0108681565178837	8.18444602472399	1.01731996977569	0.309675763013536	0.690314838941942	-7.53837706249334	0.226212629838147	3.74050199712866	1.83080434125517	0.0751956244494859	0.288345358827742	-4.67915599869323
518	BTF3L4	-0.00367685989672291	6.74002101546998	-0.377502536575856	0.705954602542102	0.97111694584938	-7.81418396479723	-0.0239411577099206	6.39351785823554	-2.80208935853244	0.00534829285572537	0.099286589164277	-4.15721126809372	-0.06106310962954	6.39122622449592	-1.03921537584643	0.305450660307525	0.596357532717499	-5.72225315608171
519	BTN3A3	0.0468594375669401	4.15070471992514	1.86312322234008	0.0630099422022543	0.354430924887681	-6.13633180652928	0.0188147512658465	4.36500752734851	0.818657548721471	0.413516518701977	0.781549978546935	-7.7202038718926	-0.132151090673793	2.92501228118608	-0.660703125413611	0.512897092581769	0.757298050945691	-6.06580070267945
520	BTRC	-0.0291771715951049	7.29391833430758	-3.27635771849068	0.0011219062356892	0.0361148282057872	-2.5635135151244	0.00103842640080972	6.60755863650753	0.119420776229999	0.905007768654469	0.999999997573668	-8.05674085885977	0.149770421881543	6.04062035364218	1.48970965304615	0.144779253929104	0.405949672781605	-5.17710504502129
521	BUB3	-0.0106808990017999	6.89585601121403	-1.04382558203894	0.297052352810066	0.706375177965791	-7.3264829297414	0.01469139623068	5.68740582236922	1.70976134486844	0.0881607449171688	0.394787872580516	-6.58751400774546	-0.369103145725432	4.8061708886511	-2.93714274992786	0.00567148250412524	0.0669762911335511	-2.41627757421129
522	BZW2	-0.000966384780847168	5.60738138541635	-0.07092679384507	0.943483357961433	0.999999421405898	-7.87061621480417	-0.0111640782697803	5.27755911800835	-0.832652850066076	0.405585565888396	0.776933470378741	-7.69607555534865	0.413758692928991	4.94629366005163	2.82907713274556	0.00749780395846549	0.0773887508311431	-2.68362003811095
523	C11orf1	-0.00353478507452292	3.90062355844772	-0.170905920738329	0.864364392019408	0.999999421405898	-7.86769550987138	-0.00259821363633068	3.43739300628562	-0.167364154312801	0.867176306844944	0.999999997573668	-8.04079484439806	0.224999845821074	3.07546533834441	0.86890441787639	0.39050296112399	0.669567427346889	-5.89442572913605
524	C11orf54	0.0120797651553067	6.09331452094597	0.675717212766976	0.499521364348689	0.862905971777004	-7.65211645479928	-0.00463104440913502	5.15807284108999	-0.233214187748619	0.815725951302774	0.999999997573668	-8.03485878049728	0.00743549735219799	5.65802750577501	0.0555872608113911	0.955969806619115	0.983892293107176	-6.27111887728397
525	C11orf57	-0.010485819098185	6.2151467812302	-1.08347752379117	0.27909993665993	0.688447690491694	-7.29368972789102	-0.0235270712306325	5.81300330209113	-2.51816204119513	0.0122243831160908	0.152257237400818	-4.89873641248396	-0.0290391915806843	5.71502204593649	-0.307272379288525	0.760359539153394	0.896004787145942	-6.22105300311037
526	C11orf63	0.0372204844360666	3.42307356524974	1.98108191908917	0.0481098027725572	0.307000974022132	-5.92659446448982	-0.00585404543341305	2.01949781525367	-0.304741111228055	0.760737194073192	0.984169440497734	-8.00790085028724	0.190607517969893	4.50701465964005	1.44654782212444	0.156445606256892	0.426053264522396	-5.2310942018381
527	C11orf74	0.00254049995977203	5.51555010393164	0.181698480257717	0.855890345337818	0.999999421405898	-7.85736418836048	-0.0042324018356295	4.83253893339073	-0.264699013087423	0.791390897405381	0.997795430094895	-8.0257174184741	0.274130738865474	4.10813203766503	2.30228360875671	0.0270481148742982	0.162174366322015	-3.78194249741503
528	C11orf87	0.0115082224907548	6.60827091111455	0.738337263195517	0.460643474441416	0.835169160060032	-7.60928576092032	0.0124909412568221	5.77295129614015	0.72751351187577	0.467378301269025	0.822066858414685	-7.79465380475258	-0.00488247616701207	7.79091656262844	-0.0693801821673	0.945060753812828	0.979431127782039	-6.23054864365652
529	C12orf4	0.0071795992565286	6.87758229039829	0.688402370822301	0.491507212786702	0.857858027809033	-7.63510531947931	-0.0197360127430892	4.49823364127814	-1.26923123978631	0.205168130957164	0.578669522011796	-7.26112052815839	-0.41998083776864	4.66599510684715	-2.92171298554427	0.00590390118870099	0.0682855630134313	-2.47149290712404
530	C12orf43	0.038610500908441	3.51895157575109	1.59034683102228	0.1123659552254	0.465406133298807	-6.62069069296363	-0.00594916914342204	5.75539939553755	-0.386426029370743	0.699406567829667	0.953022720594051	-7.9885059248223	0.139108018600874	4.66958148486241	1.09805507919173	0.27927740025504	0.572919132033083	-5.6728175445045
531	C12orf49	-0.0238101168333607	5.88202615944957	-1.89808151585497	0.0582402491736908	0.339191419840505	-6.06822648397095	-0.043682101365004	4.97915327879049	-2.74146428840842	0.0064179430477606	0.10935588297422	-4.32553077055809	-0.0990959163527144	3.88002483365759	-0.61034332809701	0.545366619260865	0.779002251735411	-6.08573922253375
532	C12orf65	-0.0174730622717665	4.68118613050098	-1.11944620218005	0.263467970786924	0.673825164224965	-7.25329093680644	0.0177480220522672	5.19556613974718	1.2289346435061	0.219888814650643	0.595019126420268	-7.31274297523149	0.0135703969213845	5.05121898839557	0.137216533640155	0.891603879351844	0.954986315007797	-6.23039217230754
533	C12orf76	-0.00857232708606815	6.40063399317928	-0.659789169679906	0.509682000170766	0.867951375670372	-7.64615729938787	0.00369677430132646	6.6123990493198	0.255646643125915	0.798367847113618	0.999999997573668	-8.0285512199082	0.0545838249171168	4.72628358526429	0.588447747224913	0.559808302404462	0.790393038913865	-6.10551782855697
534	C14orf132	0.0025303964023725	7.87980970006678	0.151810215575335	0.879395655722819	0.999999421405898	-7.86677818111036	0.0148337713676318	7.27610044660144	0.76518182335956	0.444658244737217	0.804339922708563	-7.77401811185977	0.0422399157394788	6.23341976828902	0.415476566288	0.680193622307653	0.857052681744583	-6.18741026277559
535	C14orf159	-0.015444805134814	6.76357935244087	-1.32571761596652	0.185516839318854	0.582349455775007	-6.99236119520347	-0.0230967128415828	6.78095095306417	-1.78215561380409	0.0755558854237141	0.364942678019735	-6.47208877567045	0.157007317978372	5.43828771698753	1.49327604599571	0.143847146495827	0.404779179674305	-5.16289990333401
536	C14orf166	-0.0225264604342047	6.44188488443029	-2.00662412753204	0.0453082452890764	0.297533045876883	-5.87602240449639	-0.0109432666470344	6.13468451956984	-1.09265695102466	0.27526581872363	0.656947992312976	-7.4571384779125	0.0728045687223683	3.996068323698	0.657688058779102	0.514811157232501	0.7589484070541	-5.97973432742993
537	C14orf2	0.0109881477539063	7.38945864786907	0.774923879732109	0.438737776311467	0.822761599810416	-7.57952759746943	-0.0269071486586767	8.30350562528318	-1.74017938431824	0.0826711903593111	0.382291927916067	-6.56564308273346	0.00175021802481857	3.87748004328091	0.0162701737409134	0.987106302372622	0.995199959630683	-6.25184458444565
538	C15orf40	0.00890832861046966	4.54243352099131	0.507680354604295	0.611893341217046	0.925756908459253	-7.75148290848515	-0.0021475385911946	4.59128848404483	-0.140985539587775	0.887959219471455	0.999999997573668	-8.05032536625789	-0.0837714052474587	5.03245738094032	-0.717759929505272	0.477414530778609	0.732370837638729	-6.01258289489361
539	C15orf41	0.0239709816154574	3.87603321052906	1.52285428427116	0.128404608115954	0.492321083868733	-6.71685316986848	-0.00977348428811828	3.78174851622361	-0.495899850278241	0.620263831724937	0.910828547563739	-7.94641367148136	0.029039798528218	4.51621108374545	0.220533643168096	0.82666839784954	0.928555691100634	-6.25045749181008
540	C15orf57	0.00508099423811961	3.80362008339776	0.180439309254321	0.856878176075184	0.999999421405898	-7.8686815512759	-0.00380424240612604	4.76093250268489	-0.236638087647478	0.8130704483889	0.999999997573668	-8.03117876748442	-0.31736107754311	5.8166930409652	-2.44335225398323	0.0194445862140401	0.135457635583193	-3.52175916247669
541	C16orf52	-0.0398564033184769	6.525303657851	-2.99625461024258	0.00286396709985337	0.0670775436754703	-3.42262563871189	-0.0220505237687854	5.16837868701767	-1.64956486760952	0.0998931189280966	0.418057064859016	-6.69112867477685	0.0453437658365264	6.33767035653296	0.469318926364175	0.641596612976122	0.837814604193458	-6.16917302862043
542	C16orf70	-0.0313407214338797	5.80586699055806	-2.35892789623906	0.0186976549002015	0.189714774700133	-5.11405377414057	0.00832287626472017	5.19033735773789	0.636404238944826	0.524912258934257	0.856915211167666	-7.85737406952135	-0.114572654350332	4.02359737487082	-0.83498020782835	0.409089980447584	0.684718598897691	-5.92156321789558
543	C16orf72	-0.00422320941526356	6.08645965506275	-0.453250391826925	0.650558008609591	0.944774617567503	-7.77624246887163	0.00954895019166402	4.19189501213682	0.84633213628014	0.397922560062986	0.770585042931576	-7.69574413911213	-0.128196551898711	6.23629608037	-1.86619003764443	0.0699594405238308	0.276915450286829	-4.63319537125514
544	C16orf87	0.0303710328179134	4.95822257485587	2.06850250464831	0.0390878023175522	0.27642759135113	-5.74615223237228	-0.000219036796869899	3.8316188371474	-0.0165490901020941	0.986805390431974	0.999999997573668	-8.0511894254599	0.163602980767565	5.71871283070566	1.98467112839456	0.0546362884369971	0.242365712666093	-4.39451987543791
545	C17orf62	-0.0107322088558137	5.69162102812706	-0.530640178172558	0.595895272013852	0.918092407598644	-7.74734824275789	-0.00784271309105043	6.54695520273784	-0.37189419748176	0.710187649589901	0.958943964666329	-7.99994797134838	-0.119727573121457	4.98116694989034	-0.996605626838929	0.325431601422655	0.615713145342599	-5.75922769975257
546	C17orf80	-0.00228530495695286	5.05410947422802	-0.180357007218687	0.856942750592946	0.999999421405898	-7.86344284745129	-0.0155385194378848	4.6734594346095	-1.33591996312223	0.182408606924671	0.54921204891941	-7.1616171737422	-0.0293007191499868	4.83836778445351	-0.222700257458227	0.824994070286146	0.927469748827979	-6.24612924006144
547	C18orf21	-0.025575844137663	4.9305567714625	-1.90408427547116	0.057452293477378	0.337144229326164	-6.07856365919935	-0.00622292781990725	3.69945350553113	-0.381855360235967	0.70279108914426	0.955456916476468	-7.99146355353503	-0.0703786903895642	2.86732437526153	-0.406249701642975	0.686900125253901	0.86025316838374	-6.17637314991797
548	C18orf25	-0.000648414197740482	5.74626259198266	-0.0706626040892202	0.943693520975823	0.999999421405898	-7.87601157659945	0.0143258676090929	4.93449893058475	1.41932510084268	0.156658535393415	0.511408707543584	-7.05148529332225	-0.0416847945561052	6.27993157150181	-0.538990970594808	0.593122793019861	0.810302373997083	-6.13778419024921
549	C19orf12	0.0185414425405455	6.09124790590245	1.80155727625476	0.0721957001650126	0.379036847827649	-6.26044889658902	0.0262182226270502	6.13148722362136	2.22718562020286	0.0265448219103489	0.220497453506657	-5.59366907570513	0.466880703015155	4.27884073332111	3.07912307835135	0.00390130926740639	0.0556001659207022	-2.09384560313065
550	C19orf44	0.0232936981276608	2.65631546241342	1.18474511305269	0.236660825716376	0.646319621680275	-7.1684860570152	0.0187946780952061	4.61519015657865	1.72160155040682	0.0859898432637882	0.390298620550647	-6.58608699877855	0.0703574122753575	3.92868507288749	0.443948314796602	0.659666473550108	0.847619149562424	-6.15606488401733
551	C19orf47	0.00647371007415649	4.30137833312175	0.370425330803314	0.711216828491729	0.973925961307248	-7.81148344777573	-0.0123357926324486	4.47696836102054	-0.687402665693068	0.492266003313663	0.837316349951382	-7.82321813005542	-0.568673183810166	4.38674934968165	-3.78200769295318	0.000550994235637856	0.0182851040645221	-0.330561695451959
552	C19orf57	0.0297344045527798	2.24241314021897	1.25637080123199	0.209547139112189	0.613360464585644	-7.0949685211829	0.00151777700462509	2.55791641742536	0.0894658694685573	0.928760796609318	0.999999997573668	-8.0657931861588	-0.24076965761616	2.03182864066845	-1.41124632877949	0.166528825155788	0.438032634398016	-5.28552602209441
553	C19orf68	0.00682930775141753	1.45673696348343	0.295597095588723	0.767656093364231	0.996501097479852	-7.8380636043653	0.00192679323900229	3.47676411441342	0.0801908736624097	0.936129441776824	0.999999997573668	-8.05876981185039	0.0912816974974256	3.42707921756173	0.553848581275513	0.58301559080733	0.804600389840262	-6.1308158981409
554	C1GALT1	-0.00602076397449576	6.02321515131421	-0.473491392601534	0.63606186725674	0.937470603500165	-7.77021256830768	0.0263883530819385	5.0039329852921	1.4000079594856	0.162361188474995	0.519325503561864	-7.08045170579475	0.484999029549336	5.63769524830161	5.3178092136352	5.27009630519121e-06	0.00148033240858317	4.00975550232174
555	C1orf115	0.0149037122645193	6.89099115918667	0.907183425387291	0.364731085847397	0.7665612024166	-7.4564808936019	0.015922871834628	6.4335505217317	0.946679494471334	0.344429048908494	0.724617514447317	-7.61073659562296	0.301800852019617	5.54822666804454	1.71934379718454	0.0939114429015474	0.32784651167394	-4.8902618726797
556	C1orf123	-0.00123037049517848	6.093440862725	-0.092640949143731	0.926224582680547	0.999999421405898	-7.88026597007686	-0.0172262752319256	6.11586199845455	-1.18336092932253	0.237437061258417	0.618377277325927	-7.35865516233903	-0.168462234042325	4.92256274834758	-1.88275093254334	0.0676178351136763	0.271090999224525	-4.58141614801822
557	C1orf131	-0.0242940024576606	4.38818633339634	-1.47887239220105	0.139781475570199	0.512505804846472	-6.79092813616962	0.00867362844158093	3.65029134236324	0.497670752689949	0.619016111825487	0.909995378140753	-7.93923574087355	-0.0178101893191667	3.79249381029666	-0.149361629261373	0.882079744321562	0.951132052246927	-6.19786250490183
558	C1orf162	-0.00228445690186292	2.67441971301824	-0.0847900360372412	0.932461032949978	0.999999421405898	-7.87953663479541	0.0262740554645393	2.29966012256177	1.05133497483154	0.29380100824223	0.673746054214208	-7.50637324417283	-0.0873190874462789	2.90550107003884	-0.59673152825689	0.554321913059666	0.785906643325539	-6.08705682537418
559	C1orf198	-0.00122130926387613	6.30057717008994	-0.081478415514001	0.935092921183769	0.999999421405898	-7.87608349873641	0.0430578832812575	6.47375179396584	2.4784709764228	0.0136464548635654	0.16010309018968	-5.00175860086665	-0.11365224420549	2.8802436422069	-0.389302278608585	0.69928501892672	0.865766559877536	-6.2157153418096
560	C1orf21	0.00549848372022689	7.47202489879939	0.571598045605564	0.567841936850365	0.90140129775994	-7.71298469871204	0.0232819051171238	6.20482824718588	2.06994707559216	0.0391609677955947	0.264069604299758	-5.90249883090257	-0.0642140106772574	7.47554740973445	-1.30062787694872	0.2014314360478	0.483005562352423	-5.37515122496113
561	C1orf216	0.0234185070924171	6.53760668923779	1.90371983614233	0.0574998770200255	0.337144229326164	-6.07286377179836	-0.00502260879004222	6.25485098436741	-0.454311398537986	0.649875028999474	0.926453604647042	-7.93540052723535	0.145942698168598	5.84893192598777	1.32051866359209	0.194775119418385	0.476783789052474	-5.39132157898914
562	C1orf27	-0.000231536717724244	6.76475707696795	-0.0258489546774025	0.979387756796332	0.999999421405898	-7.88114992897542	-0.00733999764904793	4.30630715146706	-0.441182949265582	0.659342036063923	0.931314552413799	-7.96760048318034	0.0186543360366776	6.42989928435127	0.251461378231687	0.802849328490181	0.916553985288563	-6.22193988805026
563	C1orf43	0.0231932929413931	7.47758337367608	2.21434276893109	0.02723924078566	0.229401604122581	-5.43912465864973	-0.012489958626545	8.19537070809303	-1.44063992798372	0.15054453777165	0.502711224344617	-7.01894885176887	-0.159066346586139	3.86975377315177	-0.942583123589944	0.352010508460887	0.637778815199649	-5.81417266948891
564	C1orf50	-0.010489546662552	4.19203285746727	-0.638795675099985	0.523237843563432	0.876755498487761	-7.67903188249068	-0.00917273279056481	3.91144399209958	-0.607143011911775	0.544133882527691	0.867739722786261	-7.87290675045764	0.128596116829516	2.669979546126	0.623650906172292	0.53668429026498	0.773329010824707	-6.04302306802948
565	C1QTNF6	0.0624489708205068	2.91513750017679	2.6326271017331	0.00872533559465161	0.129277104261582	-4.42836169834475	0.0138980746614113	3.01069349895691	0.386240562141959	0.699543787787545	0.953022720594051	-7.98409790177848	-0.413712090838364	3.90614291241082	-2.30743340889131	0.0267291342599544	0.160784213199641	-3.79090510700588
566	C20orf194	-0.0154200523362964	7.56453189909574	-1.57580854408945	0.115679655764024	0.472343460976809	-6.64128395762585	-0.00401403491993609	6.05076899261179	-0.330166586712164	0.741463701097129	0.97434265083755	-8.00747727310816	0.031004601267606	6.65112218389565	0.37242035860196	0.711705420914626	0.869862181117877	-6.14180851704721
567	C2CD2	0.00802600212496241	5.76590057190137	0.607458899216763	0.543812265831823	0.889930604900322	-7.68869421914526	0.0140546560490803	4.86846049583041	0.882136414345431	0.378284185944157	0.752289566565401	-7.67320965702157	-0.0801467842588591	4.92782115352763	-0.497416207148951	0.621839870791401	0.827200533207991	-6.13270244995999
568	C2CD5	-0.0129991400254254	8.50435695072123	-1.58233273760889	0.114183193462809	0.468439252676285	-6.62161876030806	-0.0252722252571814	6.46670923190528	-1.93188688588304	0.0541479559160978	0.313231744217149	-6.19817451443935	-0.172567938399606	7.47935237020935	-2.00450271028718	0.0523785137564336	0.236333683468791	-4.39954560853348
569	C2orf49	-0.000915011288347982	5.79489201339116	-0.0922104620431792	0.926566430113465	0.999999421405898	-7.87224154384799	0.00541308029081166	4.22678110278443	0.438529211147455	0.66126240205742	0.932480933708706	-7.96569245471464	0.10314865306441	4.95333120110176	0.675151175301373	0.503778808741098	0.751131816255685	-6.05087333954836
570	C2orf68	0.023099246866228	3.86046312698144	1.38336575787516	0.167147880939002	0.552556734014163	-6.92350804201312	-0.0440475681527204	3.3888266657857	-2.96237356929727	0.00325296271814048	0.0776209379769376	-3.72209975618354	-0.167167319231768	3.44943226633905	-1.04795025189745	0.301461442718318	0.594383115312001	-5.70971522828299
571	C2orf72	0.0269374383894801	5.9585432469576	1.76196008518519	0.0786650868070495	0.395759943491559	-6.32519322012209	0.0358530956496442	6.28920705259618	1.84568595352953	0.0657483088475372	0.343270196754557	-6.36448783339109	-0.367068563204493	6.62591211601758	-3.48747544825426	0.00127554235953837	0.0293337446133605	-1.07572596459621
572	C3orf58	-0.00464131126756334	6.17325413278056	-0.29099356177223	0.771172570347523	0.998019631542395	-7.84269177505639	0.0308145738088195	5.37417910321386	1.79490246882819	0.0734973146138522	0.361516942153429	-6.44232248979197	0.247788811049721	5.68536566457727	2.13680937809067	0.0392936341218055	0.199865876185753	-4.15889831266628
573	C3orf70	-0.000670403636585079	5.3955046158154	-0.0418876046592586	0.966604417445565	0.999999421405898	-7.87824668156022	-0.00946227095825975	4.00371354286249	-0.577130863837337	0.564207201964135	0.881767767369009	-7.89280657678124	-0.467714387834883	4.08847710405005	-3.47795969260086	0.0013100489449539	0.0296931842998917	-1.10776001413088
574	C4orf3	-0.00680944925338299	6.8178495385055	-0.461650593425519	0.644525463760623	0.942564385913615	-7.76612964099896	0.0373746460539785	6.73954644250814	2.69959457994488	0.00726575895057632	0.115439655281966	-4.43587526779498	0.338268849818585	5.63403911008275	3.12744888379732	0.00342858263991594	0.0512657841500739	-2.00106737131468
575	C4orf32	0.0533310271201425	2.40600788252829	2.48173059039857	0.0133902099912042	0.162595407036051	-4.81695832556375	0.062670012122065	1.89234690521681	3.9302618042844	0.000101528571054212	0.011429431947681	-0.474545243422956	0.427092971798703	3.72890603066736	2.60640106821366	0.0131105685340472	0.106743914617268	-3.16544670903797
576	C4orf33	-0.00737248087141324	4.4850845937002	-0.390780547861791	0.696119915315615	0.967515175663095	-7.79789858840305	-0.0549655530858958	3.7211111672216	-2.08847569517577	0.0374481382487126	0.257876642312795	-5.89847172678964	-0.00262796303451409	4.00458257413132	-0.0163882507438475	0.987012737932272	0.995199959630683	-6.24950233931071
577	C4orf50	-0.0286413233307338	4.48763205812499	-1.54400193044099	0.123197758935389	0.485511168168101	-6.69621789767428	-0.0815904647029091	1.94473140849783	-3.32854980837174	0.000961985381791687	0.0409583783297774	-2.59465762122417	0.0512723613852354	6.2945548513506	0.560441071375702	0.578557841341232	0.801136058439485	-6.10569522263041
578	C5orf22	0.00487227440740512	5.58865465254792	0.356616983498664	0.721523591144672	0.977744535046	-7.81276530852834	0.0120191968102246	5.78772420950215	0.92055266810396	0.357892637733114	0.736337811216902	-7.62841637899289	0.164843080155798	5.05066464585502	1.88452756097208	0.0673706625646505	0.270807833719138	-4.54015012609603
579	C5orf42	-0.00780043689907795	8.53092182088489	-0.971191939627235	0.331905395460758	0.740941848559935	-7.39926527593968	-0.00883842430519972	5.24398051488708	-0.778535832539246	0.436758104633539	0.797671364512945	-7.74519863955798	-0.0571910789705085	8.67522472686239	-0.808733125695526	0.423840391804387	0.694046363010932	-5.96031534790314
580	C5orf56	0.0252054931172997	3.11152982743528	0.975561914750882	0.329736382465216	0.73960613017109	-7.4054661918645	-0.0268115277741698	2.08066627747307	-1.38077907653253	0.168192624527252	0.526447377934453	-7.10752241360706	-0.543214027690178	5.40493837927051	-3.93918815451602	0.000348723460957202	0.0139223858904995	0.102313691240095
581	C6orf106	-0.00540035153760525	7.15274396858841	-0.39109939525115	0.695884374047839	0.967515175663095	-7.80503050855692	-0.0211629739728998	6.56615733758372	-1.29552070155289	0.19596020614684	0.565549506024965	-7.21376488241506	0.0547950579710426	5.84410841320592	0.460861352439548	0.647596588474201	0.84079248033384	-6.15177853823049
582	C6orf163	-0.0358351012460007	2.42667142626469	-1.74530975254711	0.0815231597959224	0.400380926414642	-6.36412426441231	-0.00373254295750618	0.571136192923259	-0.212270579025173	0.832014555305007	0.999999997573668	-8.03027670082441	-0.256580177568985	5.64440802944619	-2.7652646649858	0.0088203785240012	0.0840888186464763	-2.82177916499762
583	C6orf203	-0.00392034283729321	4.17012630791072	-0.286537207018167	0.774581121230853	0.998654454407381	-7.84400317071186	-0.0206324884617131	3.73370031884846	-1.40218767135827	0.161709946200102	0.518422426114955	-7.0833116914571	-0.0142105471558403	3.9379803444252	-0.0901537304323139	0.928651501281736	0.972031415701471	-6.25823199724847
584	C6orf47	0.0052055647628177	2.68203119643538	0.362123879913077	0.71740695344742	0.975316478108268	-7.80817935524738	-0.0225974873166193	2.69144630341739	-1.66431284979886	0.096908973683075	0.411977322555107	-6.67838392261077	0.437357021453448	2.69036188207751	3.12225300837534	0.00347667888994066	0.0515926027724213	-1.99641164828445
585	C6orf62	0.000854150856669511	7.70498413735988	0.0817852898272894	0.934849004522895	0.999999421405898	-7.87271997737205	0.00999271194759841	6.69676956483594	0.935516838183429	0.350141153153019	0.729524033769376	-7.61782694936346	-0.145755637256522	6.41267508840832	-1.36021538679902	0.181994863314593	0.458971599324852	-5.39579799906602
586	C6orf89	0.000556399234817403	6.5252642634296	0.0525122021210993	0.958140791301355	0.999999421405898	-7.8867709246194	0.00168701953524386	6.1764333951452	0.185846756049459	0.852668278057363	0.999999997573668	-8.05126143545836	-0.136245851251032	6.01007256469482	-1.61831711795738	0.114091673991454	0.359651709796707	-4.99411030277822
587	C7orf50	0.0024274254946218	6.01107337079682	0.136071827010782	0.891817295540439	0.999999421405898	-7.86844120186378	-0.0292829021958045	6.79081847245433	-1.61626439354156	0.106901973448445	0.43106763403936	-6.75688525765663	0.456707951314064	4.48462066849607	3.95727547240003	0.000330715661915126	0.0136182129893323	0.173827320369792
588	C8orf33	-0.0198905745362205	5.36631675798847	-1.67234802009078	0.095058789905802	0.433442611121761	-6.4742071025995	-0.00522062792983517	5.41744170160754	-0.433729506597891	0.664741371972108	0.934947143962028	-7.95535141213998	-0.0909582225240304	4.01275000209951	-0.507718773947314	0.614665037191548	0.823454309466964	-6.15321972616872
589	C8orf34	0.0310727878257506	4.46569551149943	1.52870330148844	0.126947626360281	0.49032052167428	-6.7163594366639	0.0371786304084597	2.85047447003906	1.89087196966135	0.0594339622380946	0.32741767654079	-6.26356887910157	0.125234749932123	5.27305676979696	0.830051276596634	0.411835458742562	0.685846860286995	-5.94214042713643
590	C8orf59	-0.0146196889413821	4.32640979611524	-0.47435108788221	0.635449206247152	0.936963370435852	-7.77028263764957	-0.00241646453012301	5.71178170978995	-0.095077294103918	0.924305660067262	0.999999997573668	-8.06017456907517	0.0952573991539187	3.02785059731549	0.348285507451991	0.729600399492191	0.879339507519597	-6.21962364815623
591	C9orf3	0.000798771787594249	6.39849317111906	0.060684553486622	0.95163380926211	0.999999421405898	-7.87541196320835	-0.00827377760241368	5.40569991412468	-0.413745852611583	0.679303484791642	0.943090958424178	-7.98462694542237	-0.247388148699759	6.57720078579052	-3.26364802796117	0.00237122126034933	0.0412914105345855	-1.66020094222514
592	C9orf72	-0.0254723566230845	6.94646107773529	-2.01899398529054	0.0440018277601901	0.294212735229446	-5.83749459348999	0.0340792687200866	5.16684394577451	1.98634639964521	0.0477431239390987	0.292603142478873	-6.09418104400157	-0.155130304460519	6.24562282503579	-1.55215135550916	0.129141671504237	0.385066432359324	-5.13186143284711
593	C9orf78	-0.00202777463334827	6.26067280214644	-0.180368228486753	0.856933946283033	0.999999421405898	-7.86124863345643	0.00582508468692924	6.28815245158231	0.528994498726054	0.597131130973219	0.897668073914519	-7.92243596987303	-0.0373033956119933	4.63211891801307	-0.343636231393045	0.733065694788263	0.88144957797121	-6.1996605647359
594	CA10	0.00266977953083145	6.85805952501935	0.153932887742692	0.877722527460102	0.999999421405898	-7.87252971345205	-0.0384000803814718	7.38595084210445	-2.22071791001704	0.0269840469149705	0.221743502354854	-5.59469561444953	0.121454740633711	4.81224782514492	0.722873284173513	0.474304243669724	0.729734521999683	-6.00966460061092
595	CA11	-0.0128879827676847	7.68265600240641	-0.6116675305281	0.541025759902871	0.888356850023575	-7.69396311849303	-0.0557446090826469	8.34068388553209	-3.77908431690725	0.000183809047527443	0.0161058739130618	-1.04186327428267	-0.0311220557066983	6.64347243388944	-0.315216228685747	0.754369099098143	0.892969533605859	-6.18864268294064
596	CAAP1	0.0195457298409809	5.33326944386399	1.52223364917567	0.128559969305515	0.492321083868733	-6.7174602779812	0.0371588046447713	4.0512812693897	2.83232018731993	0.00487775381967533	0.0956463901162423	-4.07110797499831	0.0195560381700759	4.356081764273	0.113801415279423	0.910010707987836	0.963158958191944	-6.28717957815518
597	CAB39	-0.0251526018236689	8.22806007766483	-3.06819016724671	0.00226616010255949	0.0581290180153574	-3.19481551618893	-0.0105958281745484	6.75084733297091	-0.905621614831499	0.365734172185567	0.742851155974815	-7.65103877088959	0.048051619337348	5.39708607168467	0.42526814613689	0.67310535702461	0.854280076327022	-6.19348798636605
598	CABIN1	-0.0263638615659018	6.69596692610598	-2.40091906747828	0.0167050818751682	0.180738787395083	-5.01473731693915	0.00671946093233831	6.23151750591751	0.545635240404797	0.58565032506681	0.891773376077363	-7.9168039639243	0.309069673497259	6.40315715476828	3.32230237622058	0.00201890161268928	0.0377165348783877	-1.48761103926978
599	CABLES1	-0.0626861049674581	5.18461935934845	-3.10512367332007	0.00200595529192741	0.0541233372853028	-3.10145439064208	-0.0690864700755884	6.06378687728007	-3.27740912930767	0.00114827812668502	0.0441600541570095	-2.75734851534426	-0.0709853538528285	3.83520599653804	-0.456057525664447	0.65101519866126	0.841632656259167	-6.07635827875658
