Rows	logFC_CMC	AveExpr_CMC	t_CMC	P.Value_CMC	adj.P.Val_CMC	B_CMC	logFC_BrainSeq	AveExpr_BrainSeq	t_BrainSeq	P.Value_BrainSeq	adj.P.Val_BrainSeq	B_BrainSeq	logFC_OLIG2	AveExpr_OLIG2	t_OLIG2	P.Value_OLIG2	adj.P.Val_OLIG2	B_OLIG2
43	ACAT1	-0.0153594141249501	7.3011623812408	-1.28131589820117	0.200655287927167	0.600672854417205	-7.06005659554589	-0.0328369258357619	6.40516018856865	-2.79791822396452	0.0054163516350786	0.100186171257292	-4.19656566724705	0.327392725689716	4.8706231975004	0.98578631936804	0.332876684393205	0.608962570981558	-5.94095775615698
44	ACBD3	0.010583210249496	5.41303189069408	0.987372466556871	0.323920457575921	0.73398147021662	-7.39538536045222	0.0189626226696975	4.53518087283856	1.84576170590008	0.0657372757168139	0.343270196754557	-6.35164552817088	-0.102472229281541	5.20280394447646	-0.493090849992978	0.625883256604109	0.817600915455287	-6.2710350756347
45	ACBD5	0.00597278379229487	7.0996486960532	0.673790400282014	0.500744733216386	0.863501057973134	-7.65236626183178	-0.0125716346772878	6.01784272387424	-1.43529864030144	0.152059220902367	0.504582578081993	-7.0169076635701	0.176044299747385	4.54717010073743	0.692985565181224	0.494160042236724	0.735740870415864	-6.12043453302793
46	ACER3	-0.016022158014715	6.62503606639267	-1.41985777658215	0.156249858360712	0.535308063219457	-6.86996664155069	-0.0487130641332118	5.92722376843238	-2.51596250014463	0.0122995957953496	0.152344104948215	-4.92019587828708	0.227045269196158	6.45133341280325	1.56659762133057	0.128704023910289	0.373517710141791	-5.22763201498443
47	ACIN1	0.0176380016521808	6.86754332297086	1.70649333414444	0.0885148531847697	0.417229309774531	-6.42131536622748	-0.00590064770198822	7.40454491935214	-0.524323254507612	0.600372304859778	0.898507605184447	-7.93547996280948	0.0826499083551716	9.03032613085956	0.856203022389119	0.399322991330881	0.670354827783424	-6.02789991306531
48	ACLY	-0.0128110657488518	7.55671002224654	-1.22504815540767	0.221113122613599	0.628006055133124	-7.11468591150412	-0.0064432562287884	7.31020798650793	-0.606645017966219	0.544464029826997	0.867875892348225	-7.85373094381158	0.249626942851053	4.4563895343505	1.11176705303268	0.275913336338764	0.551741723990231	-5.73504460781375
49	ACO1	0.0385756145228914	6.05045331325914	2.74187430007413	0.00631997984061352	0.106603551008014	-4.14308888433244	-0.0128790375128037	4.64812498962104	-0.819183067015243	0.413217058353272	0.781444003796119	-7.72427115751616	0.22238754662822	5.12560051134945	1.28159713559152	0.210740095498631	0.481741018638179	-5.55639361847436
50	ACO2	-0.0106790442069517	8.07431094234168	-0.821997683679954	0.411455921970542	0.805983837505239	-7.53723847918793	-0.0190275130423979	8.20429390853109	-1.57424624367418	0.116297752104423	0.447826437219488	-6.8191706725317	0.509529151706259	4.75460587533418	3.65013211314894	0.00109203065603533	0.0241249629624132	-0.954122566831821
51	ACOX1	-0.0125463720385092	7.76469345091141	-1.18102476911316	0.238134162181375	0.648240536541203	-7.18599502993307	-0.0209141225948488	6.10758933083539	-1.42610795348583	0.154692748942777	0.50826196963543	-7.05302136894773	0.0228418202250589	5.13099290513193	0.207503503345779	0.837153556176102	0.931947123479615	-6.30587814376339
52	ACOX3	-0.00852885571204821	5.18778013209258	-0.614047762096752	0.539452998325559	0.887510865856673	-7.69674297237271	0.00227293081397834	3.47772847628772	0.110923540647994	0.91173800698316	0.999999997573668	-8.06039085361971	-0.65929690562732	3.59056836619337	-3.86121276357507	0.000627356332395062	0.0175632731849393	-0.442488088414715
53	ACP6	0.0388611798651192	4.49490938195278	2.00677864702378	0.0452917259707169	0.297533045876883	-5.87051259656702	-0.0208136546091593	2.87726613594635	-0.621551855997192	0.534624976927583	0.862018088149407	-7.86233712640211	0.416312418741366	5.40927284070629	2.83492612167905	0.0085170811577259	0.0820044551302653	-2.86960388681115
54	ACSF3	0.00403303249102503	4.62594136230993	0.249797685920952	0.8028427129138	0.999999421405898	-7.8490422262179	0.000618057769209992	4.8051406272732	0.0288129702722817	0.977029519513088	0.999999997573668	-8.06496294972795	0.0267131882678839	5.84068709678525	0.168332869970267	0.867559739756028	0.945472831881752	-6.36783300005329
55	ACSL1	0.000715682357588673	7.07132873615862	0.0438864418822388	0.965011813027233	0.999999421405898	-7.8708647472478	0.0274747398454646	6.27364061173667	1.86507411807468	0.0629740544268328	0.335944246776472	-6.32531305608412	-0.103682226261871	6.07327769381898	-0.668250409692076	0.509572997123888	0.747107064553087	-6.18808478340566
56	ACSL3	-0.0117301502178252	9.3427210455095	-1.02287078420057	0.306845783896448	0.716632499993438	-7.34256344373966	0.0170456105773375	7.60543099237529	1.49468443211602	0.135861704283337	0.480023818774351	-6.93921329540798	0.00564399074973634	6.86763287814804	0.0433625178906801	0.965727505570857	0.98607139579983	-6.37318009384801
57	ACTN2	0.00812757661408331	6.51228909229541	0.584374553594149	0.559222428641666	0.89719808592214	-7.69156719750164	-0.00550479410887623	6.28020948467817	-0.312510631888374	0.754831128525305	0.981712639996089	-7.99471960112091	-0.337745634976832	7.79881697249484	-1.40750184930182	0.170539822455144	0.431176971718875	-5.45098655488456
58	ACTR2	0.0102681878196687	8.0652280437443	0.858797270248432	0.390849089290313	0.790512038292461	-7.50937236478471	0.0122533017648497	8.40648188577622	0.930957128074448	0.352491687620734	0.73112359209714	-7.62554067691383	-0.52815808117635	5.10319783145125	-1.66745690037195	0.1068323475343	0.338641335888373	-5.0743187244969
59	ACTR3	0.00360983047128087	8.08513940200527	0.451895874654367	0.651532912116924	0.944774617567503	-7.76623470360743	-0.00118003914199798	7.38731221412143	-0.117344909023016	0.906651346563447	0.999999997573668	-8.04244008823792	0.0910406349077843	6.09607379753214	0.496196552159552	0.623719019797327	0.816580333316597	-6.26540218838124
60	ACVR1B	-0.0221529309114068	5.86995125043666	-1.76985819314938	0.077338234776796	0.392399418478888	-6.31809705145406	0.0079340656877069	6.04804379772453	0.639849786208015	0.52267207499091	0.854690784564432	-7.84783662123291	-0.289372043752146	3.69486306543134	-1.4906645477592	0.14749040497138	0.401114015105363	-5.28128847354491
61	ACVR2B	0.0140254908861147	3.59234511072328	0.838407907334816	0.402187861270675	0.798420567214948	-7.53529344611412	0.0227066478364878	3.41310153596304	1.38425803226612	0.167126042840942	0.525253277500104	-7.0991860112789	-0.0274175840060905	5.86780982853358	-0.199389226293794	0.843432861887635	0.934031788228507	-6.4005816860088
62	ACYP2	-0.0423862731559552	5.77428970197107	-2.40081069461211	0.0167099738667493	0.180738787395083	-5.01671919833734	-0.0504681202555401	6.50632658560858	-3.89868312454885	0.000115111217409447	0.0118201330788779	-0.60352371722547	0.338840355358262	3.79520111865356	1.00233918855915	0.324963544785287	0.601892052825909	-5.90375742814959
63	ADAL	-0.0332895274843758	5.2047367566368	-1.6302283919413	0.10366032763092	0.450589745940618	-6.55843941225455	0.00271107117359502	3.82120635608111	0.121893576345653	0.90305045090457	0.999999997573668	-8.05551688849211	-0.0585140127316179	4.19533655518536	-0.239346573055923	0.812620956687524	0.919667731954255	-6.39047160708428
64	ADAM10	-0.00817395553978414	8.20265965452636	-0.956439959874032	0.339295585564964	0.748141588720305	-7.42576325061886	0.000240540112330798	6.44240487941344	0.01783291301452	0.985781901751877	0.999999997573668	-8.05798423882743	0.208436444527084	7.13310815125928	2.0169435458829	0.0536124096183918	0.230960036931335	-4.4745918197063
65	ADAM12	0.0562143042550299	2.52247780276976	2.24783841154466	0.0250058193516114	0.221375548446362	-5.36054404435695	0.0585151490752455	1.21591758844533	2.75997510971217	0.00607245990723948	0.106410255863623	-4.27809866290615	0.0620625186155957	5.12817447386319	0.386619186236874	0.702029031840252	0.863367133409366	-6.29608311432733
66	ADAM17	0.0258298761828885	5.68448771106902	2.12188268376991	0.0343210225041934	0.259653808997693	-5.63969310909716	0.0076807150394161	4.38576104707087	0.476593053200535	0.633937401914653	0.918396776159999	-7.95251675182553	-0.271087491329753	4.600655737002	-1.11327185888322	0.27527802929551	0.550980215801028	-5.75704241813238
67	ADAM22	-0.0140270081061697	8.89219830091037	-1.42734304821343	0.154082797155766	0.533221601120474	-6.85575484559939	-0.0153823550976107	6.56651733877822	-0.979950634153862	0.327760212564865	0.709434474182038	-7.58771683949261	-0.209823082487391	6.60998249451507	-1.71912489809272	0.0968889107369115	0.319114338355091	-4.95642405663579
68	ADAM23	-0.056376775983244	7.71836321739007	-4.28099137465606	2.21692619335144e-05	0.00262101137677596	1.13005707175394	-0.0326044677753343	6.92424784888007	-2.16045103079826	0.0313886685316677	0.237086810006868	-5.74643897554383	-0.11642745675935	4.63786961510387	-0.831722268833177	0.41276686396505	0.677806288260991	-6.05022396220542
69	ADAM32	0.01479270231889	5.83332599295217	0.781766958433275	0.434708261806721	0.821115605634918	-7.57568612861705	0.0205022420972883	1.84441705602263	0.870072796569058	0.384833027011652	0.757683037771746	-7.68823561414298	0.0628923227001673	3.74330184258482	0.207121920870377	0.837448605399278	0.931947123479615	-6.35887515201884
70	ADAM9	0.00770279194820775	7.16125220036251	0.637970563851336	0.523774396720772	0.876890580503816	-7.68053911254103	-0.0101961148641835	6.03730171350669	-0.79268434338817	0.428477194213843	0.792477304966246	-7.74161159460429	0.199092548157882	5.42961068307311	1.02737438131956	0.313242691556021	0.592228837687251	-5.8972216549188
71	ADAMTS1	-0.0164750632415938	5.18560750427853	-0.503299629701557	0.614967297384287	0.927322849588076	-7.74932737538782	-0.19407718860377	5.19276828689407	-3.71955200071024	0.000230994880168402	0.018068830023797	-1.26559556554459	0.061727618463492	5.14115285483895	0.315313228910662	0.754916527011187	0.893599934925762	-6.32628649707003
72	ADAMTS10	0.0189509062285866	5.08872609778574	1.02871117403543	0.304094905403742	0.712786544120733	-7.35020838609005	-0.00783983158998344	5.45512199580451	-0.443134859233706	0.657930981699765	0.930581470246018	-7.96128495761105	-0.0644983596403631	4.24647274235748	-0.278234448526106	0.78292452723743	0.905592451639723	-6.31935091289406
73	ADAMTS4	-0.00128587071278097	4.1313287598632	-0.0504140370511149	0.959811859172153	0.999999421405898	-7.87083472672707	0.0344712949944887	4.24933876320172	1.0589080955081	0.290342589100627	0.671206582431631	-7.49612375699637	-0.155220360210072	7.21427234331532	-1.31630077159419	0.198995544991489	0.465757140439538	-5.5444968147597
74	ADAMTS9	-0.0202864285460753	4.58027340158417	-0.561925409612909	0.574409583576607	0.906247317046436	-7.72257141536796	-0.0224522600469468	2.92138935455858	-0.562818377151183	0.573904440258148	0.886943225853502	-7.90139578098138	0.731343141786805	4.58477462823867	3.00378371572591	0.00564577320200831	0.0642194342330017	-2.46647529588509
75	ADAMTSL3	0.0441191080059351	5.08277268365844	2.68713571046546	0.00743813115854314	0.118545215339281	-4.2932981599119	0.0372248886122468	2.04436406122274	1.6538288837184	0.0990228604400009	0.416004532051226	-6.67790783131714	0.00959552703001024	5.68681004175606	0.0621362766837284	0.950906056861439	0.980338863383341	-6.29996424500225
76	ADAR	0.000159464874552227	8.54127462582934	0.0161957603009053	0.98708444581202	0.999999421405898	-7.88010284808188	0.015725788218342	8.11696370566514	1.7043210682938	0.0891729908286716	0.397493791095015	-6.60638473785894	0.168352241792595	7.8594916978662	1.6426218729009	0.111907651997515	0.346279275714082	-5.07506759315881
77	ADARB2	-0.0950991894565761	4.56592960264521	-3.23065781629417	0.00131341060234194	0.0403803897954065	-2.70293500134067	-0.150545219581644	4.16972567478613	-3.02632366916573	0.00265129320183289	0.068084149469382	-3.53834493295601	1.12330216958927	5.10275853616094	4.65280310631128	7.52709700346188e-05	0.00488884950374849	1.57948783127745
78	ADAT2	0.0809867147737249	2.28362077442261	4.00568844956129	7.08819274344038e-05	0.00572558674710821	0.027326624688456	0.0472721093030039	2.44340245396859	2.89436945540952	0.0040277515922228	0.0871107798521077	-3.91619098205371	0.326786582604149	3.18028500236923	1.37933144323887	0.178964714705141	0.440627680822552	-5.46414408515368
79	ADCK1	0.0108441443707013	3.70845383586217	0.550678567656426	0.58209114105392	0.910750622045117	-7.72879310129918	0.00391668646042645	4.12641980209339	0.238959736026745	0.81127105292827	0.999999997573668	-8.02363734610921	0.575971779476121	4.6197730418301	2.79968745232845	0.00926949027376137	0.086377818261234	-2.89423533366863
80	ADCY1	-0.0369439892745734	8.45922878710213	-2.6204809403642	0.0090380436056144	0.131446323701687	-4.46738951446373	-0.0243875746849427	7.4463820542493	-1.45892835253671	0.145445697080028	0.49462504303064	-6.99719372570966	-0.354514948516841	4.87262562901895	-1.07525646147708	0.291651890012457	0.569073730065219	-5.84066362154257
81	ADCY2	0.0221606716605045	8.19448648229663	2.04696703997721	0.0411647167278767	0.281465373841239	-5.77817636369296	-0.00408884444757372	7.22963486851071	-0.304994894523005	0.760544055099929	0.984150425392599	-8.01080813257078	-0.540492113768828	6.3350845757385	-2.25499389263617	0.0323352861771489	0.175014736433818	-4.03508742795167
82	ADCY3	0.00332076147715877	6.0802048354508	0.250202268937295	0.802530003233739	0.999999421405898	-7.8525518082848	0.00808414625847955	6.46565483011699	0.709525319352961	0.478451993006542	0.829461035699527	-7.80053551256319	0.245941058430597	4.93965907396123	1.15184012807233	0.259353607409558	0.53357671210804	-5.76670098869917
83	ADCY5	0.0282501473609729	6.8167210281792	2.78245180013735	0.00559157872080256	0.0996143578959415	-4.03006382595855	0.012744908438526	6.57996819630666	0.918920063782005	0.358744843941967	0.737183627361369	-7.63865073548069	-0.153789337935758	6.34936922397501	-1.1651925453626	0.254000442277991	0.527906486897563	-5.70200790230496
